;  Age	   M/Ms  Teff(K)   L/Ls   log(g)  R(Gcm)   D       Li     J       H       K       L        M     NIRC335
;   0.001  0.0005   628.   -5.37    2.65   12.25  1.0000  1.0000  16.339  16.846  16.966  13.396  13.836  16.110
   0.003  0.2500  3258.   -0.98    3.82   71.23  0.0000  1.0000   5.301   4.677   4.450   4.078   4.124   4.284
   0.003  0.3000  3333.   -0.86    3.82   77.79  0.0000  1.0000   5.031   4.386   4.168   3.833   3.889   4.022
   0.003  0.3500  3392.   -0.77    3.82   83.88  0.0000  1.0000   4.808   4.148   3.936   3.628   3.693   3.793
   0.003  0.4000  3442.   -0.69    3.82   89.38  0.0000  1.0000   4.624   3.951   3.745   3.459   3.531   3.610
   0.003  0.4500  3483.   -0.62    3.83   94.42  0.0000  1.0000   4.466   3.784   3.583   3.314   3.392   3.457
   0.003  0.5000  3524.   -0.56    3.83   99.24  0.0000  1.0000   4.321   3.631   3.434   3.182   3.265   3.312
   0.003  0.5700  3575.   -0.48    3.83  105.65  0.0000  1.0000   4.140   3.440   3.249   3.017   3.106   3.131
   0.003  0.6000  3594.   -0.45    3.83  108.34  0.0000  1.0000   4.068   3.364   3.175   2.951   3.043   3.059
   0.003  0.6200  3609.   -0.43    3.84  109.61  0.0000  1.0000   4.030   3.324   3.137   2.918   3.011   3.022
   0.003  0.7000  3664.   -0.35    3.84  116.09  0.0000  0.9990   3.856   3.142   2.964   2.765   2.864   2.856
   0.003  0.7500  3695.   -0.31    3.84  119.30  0.0000  0.9970   3.770   3.052   2.878   2.690   2.793   2.773
   0.003  0.8000  3731.   -0.27    3.85  122.87  0.0000  0.9950   3.674   2.955   2.785   2.609   2.715   2.685
   0.003  0.8500  3764.   -0.23    3.85  126.01  0.0000  0.9920   3.590   2.869   2.704   2.539   2.647   2.608
   0.003  0.9000  3796.   -0.21    3.86  128.06  0.0000  0.9890   3.527   2.806   2.644   2.489   2.599   2.551
   0.003  0.9500  3828.   -0.16    3.85  132.88  0.0000  0.9900   3.420   2.698   2.541   2.395   2.507   2.453
   0.003  1.0000  3863.   -0.13    3.86  134.87  0.0000  0.9890   3.358   2.639   2.485   2.348   2.463   2.402
   0.003  1.0500  3893.   -0.10    3.86  138.28  0.0000  0.9910   3.279   2.560   2.410   2.281   2.398   2.332
   0.003  1.1000  3972.   -0.04    3.86  141.37  0.0000  0.9920   3.165   2.455   2.314   2.202   2.324   2.241
   0.003  1.1500  4032.   -0.01    3.87  142.79  0.0000  0.9910   3.095   2.395   2.260   2.158   2.283   2.190
   0.003  1.2000  4075.    0.02    3.88  144.88  0.0000  0.9920   3.029   2.339   2.207   2.112   2.237   2.138
   0.003  1.3000  4156.    0.08    3.89  149.16  0.0000  0.9940   2.905   2.221   2.101   2.023   2.149   2.042
   0.003  1.4000  4231.    0.14    3.90  153.67  0.0000  0.9950   2.785   2.114   2.002   1.936   2.062   1.950
   0.004  0.0010   685.   -5.40    3.12    9.99  1.0000  1.0000  16.193  16.622  16.655  13.405  13.812  16.08
   0.004  0.0020   957.   -4.80    3.41   10.20  1.0000  1.0000  14.896  14.152  14.174  11.617  12.453  13.19
   0.004  0.0030  1160.   -4.43    3.55   10.53  1.0000  1.0000  14.657  13.112  12.702  10.542  11.605  11.15
   0.004  0.0040  1327.   -4.17    3.65   10.89  1.0000  1.0000  13.867  12.502  11.900  10.085  11.115  10.58
   0.004  0.0050  1490.   -3.94    3.72   11.29  1.0000  1.0000  12.897  11.941  11.353   9.788  10.498  10.21
   0.004  0.0060  1626.   -3.76    3.77   11.65  1.0000  1.0000  12.602  11.551  10.802   9.435   9.951   9.851
   0.004  0.0070  1750.   -3.60    3.81   12.05  1.0000  1.0000  12.032  11.066  10.417   9.198   9.580   9.578
   0.004  0.0080  1858.   -3.47    3.84   12.45  1.0000  1.0000  11.455  10.703  10.192   9.069   9.393   9.491
   0.004  0.0090  1951.   -3.36    3.86   12.91  1.0000  1.0000  11.102  10.440   9.970   8.915   9.201   9.361
   0.004  0.0100  2029.   -3.26    3.87   13.36  1.0000  1.0000  10.827  10.222   9.782   8.779   9.033   9.230
   0.004  0.0120  2152.   -3.10    3.90   14.19  1.0000  1.0000  10.349   9.819   9.422   8.521   8.771   8.964
   0.004  0.0150  2294.   -2.91    3.91   15.58  0.9900  1.0000   9.910   9.379   8.989   8.176   8.377   8.580
   0.004  0.0200  2456.   -2.64    3.88   18.60  0.9050  1.0000   9.258   8.722   8.347   7.627   7.719   7.971
   0.004  0.0300  2615.   -2.25    3.78   25.64  0.5450  1.0000   8.336   7.798   7.443   6.796   6.824   7.082
   0.004  0.0400  2751.   -2.01    3.76   30.50  0.1365  1.0000   7.759   7.223   6.895   6.299   6.323   6.565
   0.004  0.0500  2798.   -1.80    3.67   37.81  0.2370  1.0000   7.232   6.697   6.377   5.799   5.816   6.052
   0.004  0.0600  2854.   -1.80    3.79   36.05  0.0001  1.0000   7.253   6.711   6.408   5.855   5.876   6.113
   0.004  0.0700  2895.   -1.74    3.82   37.70  0.0000  1.0000   7.098   6.553   6.259   5.724   5.745   5.981
   0.004  0.0720  2902.   -1.72    3.82   38.19  0.0000  1.0000   7.061   6.516   6.224   5.691   5.712   5.947
   0.004  0.0750  2891.   -1.58    3.69   45.16  0.0011  1.0000   6.714   6.170   5.875   5.338   5.356   5.595
   0.004  0.0800  2925.   -1.68    3.83   39.73  0.0000  1.0000   6.947   6.398   6.111   5.589   5.611   5.840
   0.004  0.0900  2951.   -1.61    3.83   42.01  0.0000  1.0000   6.793   6.241   5.960   5.448   5.472   5.695
   0.004  0.1000  2957.   -1.48    3.75   48.68  0.0000  1.0000   6.466   5.911   5.632   5.124   5.147   5.370
   0.004  0.1100  3065.   -1.51    3.89   43.57  0.0000  1.0000   6.582   6.011   5.753   5.288   5.311   5.526
   0.004  0.1300  3105.   -1.43    3.90   46.85  0.0000  1.0000   6.380   5.802   5.550   5.103   5.124   5.338
   0.004  0.1500  3130.   -1.35    3.90   50.23  0.0000  1.0000   6.199   5.615   5.368   4.932   4.957   5.162
   0.004  0.1750  3162.   -1.27    3.90   54.04  0.0000  1.0000   6.005   5.414   5.172   4.750   4.779   4.972
   0.004  0.2000  3197.   -1.20    3.90   57.74  0.0000  1.0000   5.822   5.222   4.986   4.581   4.614   4.795
   0.004  0.2500  3270.   -1.06    3.90   64.31  0.0000  1.0000   5.511   4.893   4.665   4.294   4.337   4.500
   0.004  0.3000  3340.   -0.95    3.91   69.92  0.0000  1.0000   5.258   4.623   4.404   4.063   4.116   4.249
   0.004  0.3500  3400.   -0.86    3.91   75.39  0.0000  1.0000   5.035   4.386   4.173   3.859   3.919   4.018
   0.004  0.4000  3452.   -0.78    3.92   80.30  0.0000  1.0000   4.849   4.190   3.982   3.689   3.757   3.839
   0.004  0.4500  3492.   -0.70    3.91   85.29  0.0000  1.0000   4.681   4.012   3.809   3.533   3.607   3.674
   0.004  0.5000  3533.   -0.64    3.92   89.68  0.0000  0.9990   4.535   3.858   3.659   3.400   3.480   3.529
   0.004  0.5700  3584.   -0.56    3.92   95.41  0.0000  0.9980   4.355   3.669   3.476   3.237   3.322   3.348
   0.004  0.6000  3604.   -0.53    3.92   97.81  0.0000  0.9970   4.284   3.593   3.403   3.172   3.259   3.277
   0.004  0.6200  3619.   -0.51    3.92   99.53  0.0000  0.9960   4.233   3.539   3.351   3.126   3.215   3.228
   0.004  0.7000  3674.   -0.43    3.92  105.34  0.0000  0.9880   4.061   3.359   3.179   2.975   3.070   3.063
   0.004  0.7500  3703.   -0.39    3.92  108.81  0.0000  0.9780   3.965   3.257   3.082   2.889   2.988   2.971
   0.004  0.8000  3740.   -0.35    3.93  111.47  0.0000  0.9680   3.879   3.170   2.999   2.819   2.921   2.894
   0.004  0.8500  3773.   -0.31    3.93  114.92  0.0000  0.9680   3.784   3.071   2.906   2.737   2.842   2.805
   0.004  0.9000  3806.   -0.28    3.94  116.72  0.0000  0.9660   3.721   3.007   2.846   2.688   2.796   2.750
   0.004  0.9500  3841.   -0.23    3.93  121.07  0.0000  0.9730   3.611   2.897   2.740   2.593   2.704   2.652
   0.004  1.0000  3878.   -0.21    3.94  122.81  0.0000  0.9750   3.550   2.836   2.684   2.546   2.660   2.602
   0.004  1.0500  3928.   -0.16    3.94  126.60  0.0000  0.9800   3.441   2.731   2.584   2.459   2.577   2.509
   0.004  1.1000  4014.   -0.11    3.95  128.10  0.0000  0.9810   3.345   2.645   2.508   2.401   2.524   2.436
   0.004  1.1500  4057.   -0.08    3.96  129.88  0.0000  0.9820   3.280   2.589   2.456   2.355   2.479   2.385
   0.004  1.2000  4098.   -0.04    3.96  132.27  0.0000  0.9840   3.208   2.525   2.395   2.301   2.426   2.325
   0.004  1.3000  4180.    0.02    3.97  136.71  0.0000  0.9890   3.075   2.393   2.277   2.204   2.331   2.222
